,first,last,nickname,height_inches,weight_lbs,reach_inches,stance,win,loss,draw,belt
1615,Nik,Lentz,The Carny,68.0,155,68.0,Orthodox,31.0,9.0,2.0,
1616,Alberta Cerra,Leon,,68.0,238,--,,0.0,1.0,0.0,
1617,Anthony,Leone,,66.0,135,--,Orthodox,9.0,5.0,0.0,
1618,Chad,Leonhardt,The Boss,72.0,170,--,,8.0,3.0,0.0,
1619,Kimo,Leopoldo,,75.0,235,--,Orthodox,10.0,7.0,1.0,
1620,Michael,Lerma,,,--,--,,0.0,1.0,0.0,
1621,Lukasz,Les,,,170,--,,7.0,3.0,0.0,
1622,Brock,Lesnar,,75.0,265,81.0,Orthodox,5.0,3.0,0.0,
1623,Frank,Lester,,71.0,170,--,Orthodox,6.0,6.0,0.0,
1624,Valerie,Letourneau,Trouble,67.0,115,68.0,Orthodox,8.0,6.0,0.0,
1625,Leah,Letson,Nidas,67.0,145,71.0,,5.0,2.0,0.0,
1626,Justin,Levens,The Executioner,71.0,185,--,Orthodox,9.0,8.0,0.0,
1627,Marcus,LeVesseur,The Prospect,69.0,155,70.0,Southpaw,22.0,7.0,0.0,
1628,David,Levicki,,77.0,275,--,,1.0,3.0,0.0,
1629,Kyle,Levinton,,,--,--,,0.0,3.0,0.0,
1630,John,Lewis,,72.0,155,--,Southpaw,3.0,4.0,3.0,
1631,Derrick,Lewis,The Black Beast,75.0,260,79.0,Orthodox,21.0,6.0,0.0,
1632,Bevon,Lewis,,75.0,185,79.0,Orthodox,6.0,1.0,0.0,
1633,Jess,Liaudin,The Joker,69.0,170,72.0,Orthodox,19.0,11.0,0.0,
1634,Chuck,Liddell,The Iceman,74.0,205,76.0,Orthodox,21.0,8.0,0.0,
1635,Sam,Liera,,,--,--,,4.0,3.0,0.0,
1636,Zach,Light,,68.0,170,--,Orthodox,8.0,11.0,0.0,
1637,Scott,Lighty,,74.0,205,--,,6.0,2.0,0.0,
1638,Chris,Liguori,,69.0,185,--,Orthodox,13.0,9.0,0.0,
1639,Donnie,Liles,,69.0,170,--,Orthodox,13.0,5.0,0.0,
1640,Jae Suk,Lim,,69.0,170,--,Orthodox,15.0,5.0,0.0,
1641,Hyun Gyu,Lim,The Ace,75.0,170,77.0,Orthodox,13.0,7.0,1.0,
1642,Juliana,Lima,Ju Thai,65.0,115,65.0,Orthodox,9.0,5.0,0.0,
1643,Dhiego,Lima,,74.0,170,74.0,Orthodox,15.0,7.0,0.0,
1644,Douglas,Lima,The Phenom,73.0,170,--,,29.0,6.0,0.0,
1645,Mabelly,Lima,,62.0,135,--,Orthodox,7.0,1.0,0.0,
1646,Miguel,Linares,,,--,--,,2.0,4.0,0.0,
1647,Matt,Lindland,The Law,72.0,185,74.0,Southpaw,22.0,9.0,0.0,
1648,Jake,Lindsey,The Librarian,71.0,155,71.0,Switch,9.0,3.0,0.0,
1649,John,Lineker,Hands of Stone,63.0,135,67.0,Orthodox,31.0,8.0,0.0,
1650,Lucio,Linhares,,74.0,185,--,Orthodox,15.0,7.0,0.0,
1651,Philipe,Lins,Monstro,74.0,205,--,,10.0,2.0,0.0,
1652,Ariane,Lipski,Queen of Violence,66.0,125,--,Orthodox,11.0,3.0,0.0,
1653,Dean,Lister,The Boogeyman,73.0,185,75.0,Orthodox,11.0,7.0,0.0,
1654,Wesley,Little,,76.0,205,--,,4.0,6.0,0.0,
1655,Abner,Lloveras,Skullman,71.0,155,71.0,,19.0,8.0,1.0,
1656,Brian,Lo-A-Njoe,,67.0,155,--,Orthodox,6.0,9.0,3.0,
1657,John,Lober,The Machine,71.0,199,--,Orthodox,5.0,9.0,4.0,
1658,Artem,Lobov,The Russian Hammer,69.0,145,65.0,Southpaw,14.0,15.0,1.0,
1659,Sean,Loeffler,The Destroyer,75.0,185,--,Orthodox,25.0,5.0,0.0,
1660,David,Loiseau,The Crow,72.0,185,76.0,Orthodox,20.0,10.0,0.0,
1661,Hector,Lombard,,69.0,185,71.0,Southpaw,34.0,10.0,1.0,
1662,Rocky,Long,,,145,--,,19.0,27.0,1.0,
1663,Thomas,Longacre,,69.0,145,--,Orthodox,6.0,1.0,0.0,
1664,Lucas,Lopes,,74.0,185,--,,19.0,13.0,0.0,
1665,Dileno,Lopes,,65.0,135,65.0,,19.0,3.0,0.0,
1666,Ivan,Lopez,,66.0,135,--,Southpaw,8.0,1.0,1.0,
1667,Steve,Lopez,,71.0,155,--,Orthodox,12.0,6.0,1.0,
1668,Federico,Lopez,Kiko,64.0,139,--,Orthodox,5.0,5.0,0.0,
1669,Jorge,Lopez,,70.0,170,--,Orthodox,11.0,3.0,0.0,
1670,Christopher,Lopez,,70.0,170,--,,9.0,1.0,0.0,
1671,Matthew,Lopez,,67.0,135,69.0,Southpaw,10.0,4.0,0.0,
1672,Benito,Lopez,Golden Boy,70.0,135,73.0,Switch,9.0,0.0,0.0,
1673,Brendan,Loughnane,,69.0,155,71.0,,5.0,2.0,0.0,
1674,Nate,Loughran,,74.0,185,--,Orthodox,9.0,1.0,0.0,
1675,Rashard,Lovelace,,,155,--,,4.0,1.0,0.0,
1676,Ian,Loveland,The Barn Owl,68.0,145,--,Orthodox,14.0,9.0,0.0,
1677,Jakob,Lovstad,The Striking Viking,75.0,205,--,Orthodox,11.0,4.0,0.0,
1678,Waylon,Lowe,,67.0,145,--,Southpaw,11.0,5.0,0.0,
1679,Brandon,Lowe,,,155,--,,2.0,1.0,0.0,
1680,Joe,Lowry,,70.0,155,72.0,Orthodox,8.0,1.0,0.0,
1681,Robert,Lucarelli,,74.0,245,--,,0.0,1.0,0.0,
1682,Matt,Lucas,Luke Duke,73.0,205,--,,14.0,2.0,0.0,
1683,Cleber,Luciano,,66.0,155,--,,14.0,6.0,0.0,
1684,Duane,Ludwig,Bang,70.0,170,70.0,Orthodox,29.0,14.0,0.0,
1685,Mike,Lullo,,68.0,145,--,Orthodox,8.0,3.0,0.0,
1686,Dalcha,Lungiambula,Champion,70.0,205,--,,9.0,1.0,0.0,
1687,Alexandru,Lungu,,72.0,385,--,Orthodox,8.0,2.0,0.0,
1688,Vicente,Luque,The Silent Assassin,71.0,170,75.0,Orthodox,14.0,6.0,1.0,
1689,Thaddeus,Luster,,75.0,210,--,,0.0,1.0,0.0,
1690,Travis,Lutter,The Serial Killer,71.0,185,75.0,Orthodox,10.0,6.0,0.0,
1691,Stevie,Lynch,,70.0,170,--,Orthodox,5.0,2.0,0.0,
1692,Adam,Lynn,,70.0,155,--,Orthodox,17.0,8.0,0.0,
1693,Chris,Lytle,Lights Out,71.0,170,68.0,Orthodox,31.0,18.0,5.0,
1695,Dong Hyun,Ma,Maestro,71.0,155,70.0,Orthodox,16.0,8.0,3.0,
1696,William,Patolino,Patolino,71.0,170,75.0,Orthodox,8.0,3.0,0.0,
1697,Jason,MacDonald,The Athlete,75.0,185,80.0,Orthodox,26.0,16.0,0.0,
1698,Rob,MacDonald,Maximus,75.0,205,78.0,Orthodox,5.0,4.0,0.0,
1699,Rory,MacDonald,Red King,72.0,170,76.0,Orthodox,18.0,4.0,0.0,
1700,Veronica,Macedo,,64.0,125,64.0,Southpaw,5.0,2.0,1.0,
1701,Clayton,MacFarlane,,,170,--,,4.0,1.0,0.0,
1702,Ilima,Macfarlane,,64.0,125,--,,6.0,0.0,0.0,
1703,Lyoto,Machida,The Dragon,73.0,185,74.0,Southpaw,24.0,8.0,0.0,
1704,Jon,Koppenhaver,War Machine,71.0,170,--,Orthodox,11.0,4.0,0.0,
1705,Anthony,Macias,Mad Dog,69.0,185,--,Switch,26.0,16.0,0.0,
1706,Reza,Madadi,Mad Dog,71.0,155,72.0,Orthodox,14.0,6.0,0.0,
1707,Don,Madge,Magic Man,72.0,155,72.0,Southpaw,8.0,3.0,1.0,
1708,Ryan,Madigan,,72.0,170,--,Orthodox,5.0,3.0,0.0,
1709,Jon,Madsen,,72.0,240,72.0,Orthodox,7.0,1.0,0.0,
1710,Yoshiro,Maeda,,67.0,139,68.0,Southpaw,28.0,12.0,2.0,
1711,Leonardo,Mafra,Macarrao,70.0,155,70.0,Orthodox,12.0,3.0,0.0,
1712,Vinny,Magalhaes,Pezao,75.0,205,79.0,Orthodox,11.0,7.0,0.0,
1713,Vinicius,Magalhaes,Draculinho,,145,--,,2.0,1.0,0.0,
1714,Caio,Magalhaes,Hellboy,73.0,185,73.0,Orthodox,9.0,3.0,0.0,
1715,Bernardo,Magalhaes,Trekko,69.0,155,65.0,Orthodox,11.0,3.0,0.0,
1716,Eric,Magana,,,--,--,,1.0,1.0,0.0,
1717,Brandon,Magana,,,170,--,Orthodox,6.0,2.0,0.0,
1718,Angela,Magana,Your Majesty,61.0,115,65.0,,11.0,9.0,0.0,
1719,Neil,Magny,,75.0,170,80.0,Orthodox,21.0,8.0,0.0,
1720,Ibragim,Magomedov,,72.0,250,--,Orthodox,22.0,7.0,1.0,
1721,Rashid,Magomedov,Goretz,69.0,155,70.0,Orthodox,20.0,2.0,0.0,
1722,Ruslan,Magomedov,Leopard,75.0,242,78.0,Orthodox,14.0,1.0,0.0,
1723,Zabit,Magomedsharipov,,73.0,145,73.0,Orthodox,16.0,1.0,0.0,
1724,John,Maguire,The One,69.0,155,69.0,Southpaw,18.0,6.0,0.0,
1725,Lolohea,Mahe,,,--,--,,5.0,2.0,1.0,
1726,Michelle,Maher,,,145,--,,1.0,2.0,0.0,
1727,Bill,Mahood,The Butcher,75.0,200,--,Orthodox,20.0,7.0,1.0,
1728,Klayton,Mai,,69.0,125,--,,8.0,3.0,0.0,
1729,Demian,Maia,,73.0,170,72.0,Southpaw,25.0,9.0,0.0,
1730,Jennifer,Maia,,64.0,125,64.0,Orthodox,15.0,5.0,1.0,
1731,Levan,Makashvili,The Hornet,68.0,145,68.0,Orthodox,10.0,2.0,1.0,
1732,John,Makdessi,The Bull,68.0,155,68.0,Orthodox,16.0,6.0,0.0,
1733,Islam,Makhachev,,70.0,155,70.0,Orthodox,16.0,1.0,0.0,
1734,Aliev,Makhmud,,66.0,195,--,Southpaw,0.0,1.0,0.0,
1735,Zach,Makovsky,Fun Size,64.0,125,64.0,Southpaw,19.0,8.0,0.0,
1736,Jeremy,Malaterre,,71.0,155,--,,4.0,2.0,0.0,
1737,Fabio,Maldonado,Caipira de Aco,73.0,205,75.0,Orthodox,22.0,9.0,0.0,
1738,Marvin,Maldonado,The Bulldog,66.0,135,--,,2.0,4.0,0.0,
1739,Nazareno,Malegarie,El Tigre,68.0,155,70.0,,28.0,5.0,0.0,
1740,Carl,Malenko,,71.0,200,--,Orthodox,6.0,4.0,0.0,
1741,Mike,Malott,The Main Attraction,72.0,145,--,,5.0,1.0,1.0,
1742,Troy,Mandaloniz,Rude Boy,69.0,170,--,Orthodox,3.0,2.0,0.0,
1743,Michael,Mangan,,,155,--,,0.0,3.0,0.0,
1744,Melvin,Manhoef,Marvelous,69.0,185,--,Orthodox,25.0,9.0,1.0,
1745,Melchor,Manibusan,Barracuda,65.0,154,--,Southpaw,2.0,4.0,0.0,
1746,Jon,Manley,,73.0,170,75.0,Orthodox,7.0,3.0,0.0,
1747,Steve,Mann,,73.0,170,--,,12.0,5.0,0.0,
1748,Chris,Manuel,,69.0,135,--,Orthodox,8.0,3.0,2.0,
1749,Jimi,Manuwa,Poster Boy,73.0,205,79.0,Orthodox,17.0,5.0,0.0,
1750,Cristiano,Marcello,,69.0,155,72.0,Orthodox,13.0,6.0,0.0,
1751,Jose,Maria,No Chance,65.0,125,--,Orthodox,33.0,5.0,0.0,
1752,Enrique,Marin,Wasabi,70.0,170,74.0,,9.0,4.0,0.0,
1753,Ronny,Markes,,73.0,185,75.0,Orthodox,14.0,3.0,0.0,
1754,Rory,Markham,,72.0,170,71.0,Orthodox,16.0,6.0,0.0,
1755,Randa,Markos,Quiet Storm,64.0,115,63.0,Orthodox,8.0,7.0,1.0,
1756,Christina,Marks,,67.0,125,69.0,Orthodox,8.0,9.0,0.0,
1757,Nate,Marquardt,The Great,72.0,185,74.0,Orthodox,38.0,19.0,2.0,
1758,Julian,Marquez,The Cuban Missle Crisis,74.0,185,75.0,Orthodox,7.0,2.0,0.0,
1759,Carmelo,Marrero,The Fury,72.0,205,73.0,Orthodox,14.0,5.0,0.0,
1760,Cesar,Marscucci,,,--,--,,2.0,2.0,0.0,
1761,John,Marsh,,72.0,265,--,Orthodox,8.0,7.0,0.0,
1762,CJ,Marsh,,,--,--,,5.0,1.0,0.0,
1763,Eliot,Marshall,Fire,74.0,205,77.0,Orthodox,10.0,4.0,0.0,
1764,Doug,Marshall,The Rhino,70.0,205,--,Orthodox,13.0,5.0,0.0,
1765,David,Marshall,,74.0,170,--,,8.0,3.0,0.0,
1766,Jack,Marshman,The Hammer,72.0,185,73.0,Orthodox,22.0,8.0,0.0,
1767,Terry,Martin,,68.0,185,71.0,Orthodox,22.0,9.0,0.0,
1768,Eric,Martin,,,--,--,,0.0,1.0,0.0,
1769,Justin,Martin,,72.0,185,--,,4.0,3.0,0.0,
1770,Dave,Martin,,72.0,205,--,,0.0,2.0,0.0,
1771,Joe,Martin,,69.0,170,--,,6.0,8.0,0.0,
1772,Anthony Rocco,Martin,,72.0,170,73.0,Orthodox,15.0,4.0,0.0,
1773,Rainy,Martinez,,72.0,199,--,Orthodox,0.0,2.0,0.0,
1774,Danny,Martinez,The Gremlin,66.0,125,67.0,Orthodox,18.0,7.0,0.0,
1775,Alonzo,Martinez,Zo Diddy,70.0,155,--,,35.0,16.0,1.0,
1776,Henry,Martinez,Sicario,67.0,155,68.0,Southpaw,9.0,3.0,0.0,
1777,Jonathan,Martinez,Dragon,68.0,135,--,Southpaw,9.0,2.0,0.0,
1778,Poppies,Martinez,The Tachi Kid,69.0,145,--,,29.0,11.0,0.0,
1779,Wagner da Conceicao,Martins,Zuluzinho,79.0,390,--,Orthodox,8.0,7.0,0.0,
1780,Adriano,Martins,,70.0,155,72.0,Southpaw,28.0,9.0,0.0,
1781,Lucas,Martins,Mineiro,72.0,145,72.0,Southpaw,16.0,3.0,0.0,
1782,Max,Martyniouk,Payne,,155,--,,1.0,1.0,0.0,
1783,Bristol,Marunde,,73.0,170,71.0,Orthodox,12.0,9.0,0.0,
1784,Shoji,Maruyama,,67.0,139,--,Orthodox,10.0,7.0,1.0,
1785,Mike,Massenzio,The Master of Disaster,74.0,185,73.0,Southpaw,13.0,6.0,0.0,
1786,Jameel,Massouh,,70.0,145,72.0,Orthodox,26.0,9.0,0.0,
1787,Tiffany,Masters,Rainbow Renegade,63.0,115,65.0,Orthodox,2.0,1.0,0.0,
1788,Jorge,Masvidal,Gamebred,71.0,170,74.0,Orthodox,32.0,13.0,0.0,
1789,Tateki,Matsuda,Tech,67.0,125,65.0,Orthodox,10.0,7.0,0.0,
1790,Daijiro,Matsui,,69.0,200,--,Orthodox,12.0,24.0,5.0,
1791,Koichiro,Matsumoto,,67.0,145,--,,15.0,3.0,1.0,
1792,Naoki,Matsushita,,66.0,155,--,Orthodox,12.0,15.0,11.0,
1793,AJ,Matthews,,71.0,185,--,,6.0,1.0,0.0,
1794,Jake,Matthews,The Celtic Kid,71.0,170,73.0,Orthodox,14.0,4.0,0.0,
1795,Claudio,Mattos,Popeye,,185,--,Orthodox,5.0,4.0,0.0,
1796,John,Matua,,74.0,400,--,Orthodox,1.0,4.0,0.0,
1797,Francesco,Maturi,,,--,--,,0.0,1.0,0.0,
1798,Vladimir,Matyushenko,The Janitor,72.0,205,74.0,Orthodox,26.0,7.0,0.0,
1799,Elaina,Maxwell,Beef,68.0,145,--,Orthodox,6.0,4.0,0.0,
1800,Jeremy,May,,73.0,185,--,,9.0,8.0,0.0,
1801,Jack,May,The Outlaw,80.0,255,79.0,Switch,7.0,2.0,0.0,
1802,Don'Tale,Mayes,King Kong,78.0,260,82.0,Orthodox,4.0,2.0,0.0,
1803,Gray,Maynard,,69.0,155,70.0,Orthodox,14.0,8.0,1.0,
1804,Brooke,Mayo,The Bully,67.0,125,--,,0.0,1.0,0.0,
1805,Gina,Mazany,Danger,66.0,135,68.0,Southpaw,5.0,2.0,0.0,
1806,Sabina,Mazo,Colombian Queen,67.0,125,--,,6.0,0.0,0.0,
1807,Scott,McAfee,,68.0,155,--,Orthodox,10.0,4.0,0.0,
1808,Bobby,McAndrews,,,--,--,Orthodox,1.0,3.0,0.0,
1809,Michael,McBride,,73.0,155,75.0,Orthodox,8.0,3.0,0.0,
1810,Ian,McCall,Uncle Creepy,65.0,125,64.0,Orthodox,13.0,5.0,1.0,
1811,Molly,McCann,Meatball,64.0,125,62.0,Orthodox,7.0,2.0,0.0,
1812,Charles,McCarthy,Chainsaw,70.0,185,71.0,Orthodox,10.0,5.0,0.0,
1813,Sean,McCorkle,,79.0,265,81.0,Orthodox,13.0,2.0,0.0,
1814,Kris,McCray,Savage,72.0,170,76.0,Orthodox,6.0,3.0,0.0,
1815,Tamdan,McCrory,The Barncat,76.0,185,78.0,Switch,14.0,5.0,0.0,
1816,Rob,McCullough,Razor,69.0,155,69.0,Orthodox,19.0,8.0,0.0,
1817,Justin,McCully,The Insane One,73.0,225,73.0,Orthodox,10.0,5.0,2.0,
1818,Bubba,McDaniel,The Menace,75.0,185,75.0,Southpaw,21.0,8.0,0.0,
1819,Michael,McDonald,The Black Sniper,71.0,205,--,Orthodox,1.0,1.0,0.0,
1820,Scott,McDonald,,,--,--,,1.0,0.0,0.0,
1821,Michael,McDonald,Mayday,69.0,135,70.0,Orthodox,17.0,4.0,0.0,
1822,Josh,McDonald,,,185,--,,8.0,4.0,0.0,
1823,Miles,McDonald,,67.0,115,--,,2.0,1.0,0.0,
1824,Justin,McElfresh,,78.0,205,--,Orthodox,6.0,4.0,0.0,
1825,Drew,McFedries,The Massacre,72.0,185,72.0,Southpaw,10.0,6.0,0.0,
1826,Liam,McGeary,,78.0,205,--,,12.0,2.0,0.0,
1827,Gan,McGee,The Giant,82.0,265,--,Orthodox,13.0,5.0,0.0,
1828,Court,McGee,The Crusher,71.0,170,75.0,Orthodox,20.0,7.0,0.0,
1829,Kelly,Velasco,Killer,69.0,135,--,Orthodox,2.0,1.0,0.0,
1830,Ryan,McGillivray,The Kid,71.0,170,--,,11.0,5.0,1.0,
1831,Ryan,McGivern,,72.0,185,--,Orthodox,13.0,7.0,0.0,
1832,Jack,McGlaughlin,,,--,--,Orthodox,1.0,4.0,0.0,
1833,Conor,McGregor,The Notorious,69.0,155,74.0,Southpaw,21.0,4.0,0.0,
1834,Greg,McIntyre,,70.0,155,--,Orthodox,6.0,4.0,0.0,
1835,Antonio,McKee,Mandingo,68.0,155,--,Southpaw,26.0,5.0,2.0,
1836,AJ,McKee,Mercenary,70.0,145,--,,8.0,0.0,0.0,
1837,Tim,McKenzie,,72.0,185,74.0,Orthodox,13.0,8.0,0.0,
1838,Cody,McKenzie,,72.0,155,72.0,Switch,14.0,4.0,0.0,
1839,Brian,McLaughlin,,69.0,155,--,,6.0,2.0,0.0,
1840,Jason,McLean,,65.0,145,--,,6.0,4.0,0.0,
1841,Garreth,McLellan,Soldier Boy,73.0,185,72.0,Southpaw,13.0,6.0,0.0,
1842,Sara,McMann,,66.0,135,66.0,Orthodox,11.0,5.0,0.0,
1843,James,McSweeney,The Hammer,76.0,230,77.0,Switch,6.0,9.0,0.0,
1844,Charles,McTorry,,,--,--,,2.0,0.0,0.0,
1845,Daniel,McWilliams,The Animal,73.0,185,--,,9.0,19.0,0.0,
1846,Tim,Means,The Dirty Bird,74.0,170,75.0,Orthodox,28.0,10.0,1.0,
1847,Yancy,Medeiros,,70.0,155,75.0,Orthodox,15.0,5.0,0.0,
1848,Anistavio,Medeiros,Gasparzinho,66.0,145,--,Orthodox,15.0,8.0,0.0,
1849,Kaline,Medeiros,The Dark Angel,63.0,115,--,,8.0,5.0,0.0,
1850,Todd,Medina,El Tiburon,70.0,193,--,Southpaw,11.0,9.0,0.0,
1851,Jason,Medina,,69.0,180,--,,21.0,13.0,1.0,
1852,Gerald,Meerschaert,GM3,73.0,185,77.0,Southpaw,28.0,10.0,0.0,
1853,Frank,Megallon,,70.0,185,--,Southpaw,2.0,3.0,0.0,
1854,Derrick,Mehmen,Caveman,76.0,205,--,,12.0,4.0,0.0,
1855,Miika,Mehmet,,,205,--,Orthodox,3.0,4.0,0.0,
1856,Jordan,Mein,Young Gun,72.0,170,73.0,Orthodox,31.0,12.0,0.0,
1857,Bryce,Mejia,,73.0,170,--,,3.0,1.0,0.0,
1858,Brian,Melancon,,68.0,170,72.0,Orthodox,7.0,3.0,0.0,
1859,Brandon,Melendez,The Murderer,71.0,155,--,Southpaw,26.0,21.0,0.0,
1860,Gilbert,Melendez,El Nino,69.0,145,73.0,Orthodox,22.0,7.0,0.0,
1861,Marcelo,Mello,,67.0,170,--,Southpaw,1.0,0.0,0.0,
1862,Fabio,Mello,,65.0,155,--,Southpaw,8.0,6.0,0.0,
1863,Antonio,Mendes,Samurai,75.0,205,77.0,Southpaw,17.0,10.0,0.0,
1864,Chad,Mendes,Money,66.0,145,66.0,Orthodox,18.0,5.0,0.0,
1865,Augusto,Mendes,Tanquinho,66.0,135,65.0,Orthodox,6.0,2.0,0.0,
1866,Eddie,Mendez,,70.0,185,76.0,,7.0,2.0,1.0,
1867,Luis,Mendoza,,,155,--,,0.0,1.0,0.0,
1868,Pietro,Menga,The Italian Stallion,67.0,125,68.0,Southpaw,13.0,0.0,0.0,
1869,Alonzo,Menifield,,72.0,205,76.0,Orthodox,7.0,0.0,0.0,
1870,Ivan,Menjivar,The Pride of El Salvador,66.0,145,64.0,Orthodox,25.0,12.0,0.0,
1871,Dave,Menne,The Warrior,70.0,170,--,Orthodox,44.0,16.0,2.0,
1872,Steve,Mensing,The Machine,71.0,185,--,Orthodox,7.0,11.0,2.0,
1873,Buck,Meredith,,74.0,185,--,,3.0,3.0,0.0,
1874,Adam,Meredith,,74.0,170,--,,3.0,1.0,0.0,
1875,Joe,Merritt,Joey Slash,72.0,170,73.0,Orthodox,6.0,1.0,0.0,
1876,Jeremiah,Metcalf,,73.0,185,--,Orthodox,13.0,7.0,0.0,
1877,Jonathan,Meunier,The French Spider,75.0,170,75.0,Switch,8.0,1.0,0.0,
1878,Yaotzin,Meza,,69.0,145,74.0,Orthodox,21.0,11.0,0.0,
1879,Guy,Mezger,,73.0,200,--,Orthodox,30.0,14.0,2.0,
1880,Brandon,Michaels,,69.0,185,--,,1.0,4.0,0.0,
1881,David,Michaud,BullDawg,69.0,155,72.0,Orthodox,8.0,2.0,0.0,
1882,Chris,Mickle,,69.0,145,--,Orthodox,28.0,16.0,2.0,
1883,Zachary,Micklewright,,72.0,155,74.0,Southpaw,11.0,3.0,0.0,
1884,Kristof,Midoux,The Hurricane,73.0,220,--,Orthodox,6.0,10.0,0.0,
1885,Keith,Mielke,,68.0,185,--,,0.0,5.0,0.0,
1886,Chris,Mierzwiak,,73.0,185,--,,3.0,1.0,0.0,
1887,Gabriel,Miglioli,Biel,68.0,170,--,,9.0,9.0,0.0,
1888,Bojan,Mihajlovic,,71.0,205,73.0,Orthodox,10.0,6.0,0.0,
1889,Billy,Miles,The Kid,70.0,170,--,Orthodox,2.0,2.0,0.0,
1890,Pat,Miletich,The Croatian Sensation,70.0,170,--,Orthodox,29.0,7.0,2.0,
1891,Curtis,Millender,Curtious,74.0,170,76.0,Orthodox,17.0,3.0,0.0,
1892,Phillip,Miller,,71.0,185,--,Orthodox,16.0,0.0,0.0,
1893,Jason,Miller,Mayhem,73.0,185,72.0,Orthodox,34.0,10.0,0.0,
1894,Dan,Miller,,73.0,185,74.0,Orthodox,14.0,8.0,0.0,
1895,Jim,Miller,A-10,68.0,155,71.0,Southpaw,29.0,13.0,0.0,
1896,Cole,Miller,Magrinho,73.0,145,74.0,Orthodox,21.0,11.0,0.0,
1897,Henry,Miller,Sentoryu,67.0,270,--,Southpaw,6.0,13.0,0.0,
1898,Micah,Miller,Maverick,72.0,145,--,Orthodox,17.0,4.0,0.0,
1899,Aaron,Miller,Blood Spiller,69.0,145,--,,14.0,10.0,0.0,
1900,Eddy,Millis,,73.0,185,--,,0.0,2.0,0.0,
1901,Che,Mills,Beautiful,73.0,170,76.0,Orthodox,15.0,5.0,0.0,
1902,Adam,Milstead,The Prototype,75.0,205,76.0,Orthodox,8.0,3.0,0.0,
1903,Alberto,Mina,Soldier of God,72.0,170,77.0,Orthodox,13.0,1.0,0.0,
1904,Vitaly,Minakov,,74.0,249,--,,20.0,0.0,0.0,
1905,Mike,Minniger,,,--,--,,0.0,0.0,0.0,
1906,Ikuhisa,Minowa,Minowaman,69.0,181,--,Orthodox,51.0,32.0,8.0,
1907,Stipe,Miocic,,76.0,240,80.0,Orthodox,18.0,3.0,0.0,
1908,Frank,Mir,,75.0,264,79.0,Southpaw,18.0,11.0,0.0,
1909,Juan,Miranda,,,155,--,,7.0,4.0,0.0,
1910,Mario,Miranda,,75.0,185,74.0,Orthodox,12.0,3.0,0.0,
1911,Vitor,Miranda,Lex Luthor,73.0,185,77.0,Orthodox,13.0,7.0,0.0,
1912,Damir,Mirenic,Wolf,72.0,185,--,Orthodox,8.0,4.0,0.0,
1913,Kazuo,Misaki,Hitman,68.0,183,--,Orthodox,24.0,11.0,2.0,
1914,Toby,Misech,2 Quick,68.0,145,--,Southpaw,10.0,5.0,0.0,
1915,Dokonjonosuke,Mishima,,67.0,155,--,Southpaw,20.0,7.0,2.0,
1916,Felix Lee,Mitchell,,,--,--,Orthodox,2.0,7.0,0.0,
1917,David,Mitchell,Daudi,72.0,170,76.0,Orthodox,12.0,4.0,0.0,
1918,Danny,Mitchell,The Cheesecake Assassin,74.0,170,74.0,Orthodox,14.0,6.0,1.0,
1919,Brad,Mitchell,,71.0,145,--,,4.0,2.0,0.0,
1920,Clay,Mitchell,,74.0,185,--,,1.0,2.0,0.0,
1921,Bryce,Mitchell,Thug Nasty,70.0,145,--,Southpaw,10.0,1.0,0.0,
1922,Maurice,Mitchell,The AK Kid,69.0,145,--,Orthodox,11.0,1.0,0.0,
1923,Roman,Mitichyan,,70.0,170,--,Orthodox,7.0,3.0,0.0,
1924,Matt,Mitrione,,75.0,265,79.0,Switch,9.0,5.0,0.0,
1925,Eiji,Mitsuoka,,67.0,145,--,Southpaw,18.0,9.0,2.0,
1926,Hiromitsu,Miura,,69.0,170,71.0,Orthodox,9.0,6.0,0.0,
1927,Tomoya,Miyashita,,67.0,139,--,Southpaw,17.0,9.0,7.0,
1928,Kazuyuki,Miyata,,68.0,139,--,Orthodox,11.0,8.0,0.0,
1929,Motoki,Miyazawa,,71.0,168,--,Southpaw,7.0,3.0,0.0,
1930,Takeya,Mizugaki,,67.0,135,68.0,Orthodox,21.0,11.0,2.0,
1931,Tatsuya,Mizuno,,73.0,205,--,Southpaw,10.0,7.0,1.0,
1932,Roxanne,Modafferi,The Happy Warrior,67.0,125,69.0,,22.0,16.0,0.0,
1933,Bobby,Moffett,The Wolfman,70.0,145,74.0,Orthodox,14.0,3.0,0.0,
1934,Bronson,Mohika,,,135,--,,1.0,1.0,0.0,
1935,Nate,Mohr,,69.0,155,72.0,Orthodox,9.0,7.0,0.0,
1936,Thiago,Moises,,69.0,155,70.0,Orthodox,11.0,3.0,0.0,
1937,Ashkan,Mokhtarian,The Assassin,66.0,125,67.0,Southpaw,13.0,3.0,0.0,
1938,Suman,Mokhtarian,,70.0,145,67.0,Orthodox,8.0,1.0,0.0,
1939,Rudyard,Moncayo,,70.0,195,--,Orthodox,0.0,3.0,0.0,
1940,Hidetaka,Monma,,72.0,168,--,Orthodox,17.0,10.0,4.0,
1941,Jeff,Monson,The Snowman,69.0,247,74.0,Orthodox,43.0,12.0,1.0,
1942,Darrell,Montague,Mongoose,66.0,125,67.0,Southpaw,13.0,5.0,0.0,
